quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,711,576,1.2228973012816275,1.3376502957099246,1.4119054695248225,0.8945147679324894,0.8705214641817512,0.9184040248708804,710
Pheno+ MIE-,517,419,1.4535187262875295,1.3917675431637802,1.5893375377049304,0.8800773694390716,0.8483671741896526,0.9089108910891089,392
Pheno- MIE+,493,430,1.584425822020791,1.6741878775223318,1.4143868022168504,0.8945233265720081,0.865979381443299,0.9216867469879518,203
Pheno- MIE-,763,650,1.7133859568926044,1.707892540304193,1.6257424945427683,0.8899082568807339,0.8663127831498127,0.9118510943145479,115
