marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.35886648409481336,0.006176507746426954,0.36059932496838315,0.024083842804294632,1.0,True
hERG-10um,0.34261753346007706,0.006832271307428135,0.3388685812712202,0.027188732417438494,1.0,False
Respiratory,0.32167597354167804,0.006516059289265729,0.3074901292405075,0.02494417218165987,1.0,True
Neurotoxicity-DI,0.2627023708065648,0.00749928532026373,0.27096624357308696,0.029620095293908195,1.0,True
Acute_Aquatic_Toxicity,0.030173646856226585,0.010629464076234973,0.043617749443993874,0.04246247418493896,1.0,False
NonGenotoxic_Carcinogenicity,0.025817154489234422,0.01140141632531761,0.04212320162480563,0.04311111678430546,1.0,False
SkinSen,0.019805938749659618,0.009131235325616945,0.009419087949009223,0.03542674759402041,1.0,False
Nephrotoxicity-DI,0.01570408485914978,0.008201015560911355,0.015331812311191354,0.03300591956490391,0.9666666666666667,False
Skin_Sensitization,0.002366035627933349,0.008810925270597784,0.0009508195736321301,0.03574516978296286,0.6333333333333333,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.01081491971838219,0.00797589142161694,0.0016103315928013536,0.03231471862770191,0.1,False
Ames,-0.02796077772224923,0.011937868923358757,-0.014834581659617214,0.0470192202611087,0.0,False
H-HT,-0.0410655734778131,0.008612983104846275,-0.021139114347988396,0.03533168798177371,0.0,False
Genotoxicity,-0.041987158620178065,0.0074590592601297976,-0.033028343666153794,0.029544558547287224,0.0,False
Ototoxicity,-0.07009130030122548,0.00960264474869936,-0.06598109499874659,0.037904379222931404,0.0,False
EC,-0.09496940128864485,0.009452942797610204,-0.1069169854920973,0.0365983191271912,0.0,False
Carcinogenicity,-0.10430309261742851,0.008141933510714986,-0.09087363955668293,0.03194615728125967,0.0,False
Hematotoxicity,-0.11600077772522913,0.006991747667729009,-0.10856728895059953,0.029158303491159044,0.0,False
DILI,-0.18694694669895215,0.009041643779349923,-0.17506851958969133,0.03694196475473514,0.0,False
EI,-0.1936029901721832,0.009328825266398628,-0.19820301584517647,0.036895248207016534,0.0,False
