quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,786,431,1.247235170996811,1.3920291996752785,1.48229674766906,0.8982188295165394,0.8657653330235301,0.9248806469849602,777
Pheno+ MIE-,534,290,1.4190874884979583,1.4215090490081643,1.610390365599395,0.898876404494382,0.8590984996738421,0.9312382837243848,490
Pheno- MIE+,464,329,1.6997329000359376,1.8026238089206104,1.4908500427355331,0.8879310344827587,0.8504592560270535,0.9205488717476398,214
Pheno- MIE-,748,528,1.796437988927736,1.8843583374813653,1.6513164828278013,0.8903743315508021,0.8666666666666667,0.9135806390888984,186
