marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.37258881447234793,0.007259376631438438,0.37987400608073224,0.029323117756706995,1.0,True
Respiratory,0.36895891993882507,0.007882639303393653,0.3688412596268521,0.031081934662001067,1.0,True
hERG-10um,0.35946288777824525,0.009268400525570018,0.3630485463296638,0.03660992135504576,1.0,False
Neurotoxicity-DI,0.29678562840556216,0.008418478927554492,0.2913235733744873,0.03491659741095336,1.0,True
NonGenotoxic_Carcinogenicity,0.03289210609223613,0.005281064829294521,0.021308429740468055,0.023192798410524157,1.0,False
SkinSen,0.03219517009819712,0.011176963342185688,0.03367564870878459,0.044496616921257934,1.0,False
Nephrotoxicity-DI,0.029251207996288837,0.01185463709923802,0.028230553866913012,0.0464879712746037,1.0,False
Acute_Aquatic_Toxicity,0.01063956127728795,0.009562115084207956,0.006885814292416738,0.038736468942017745,0.8666666666666667,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.009835074414937188,0.008805467265861898,-0.012234483173094538,0.034385153583661954,0.1,False
Skin_Sensitization,-0.022271185187883697,0.01143694919663545,-0.012798302415057083,0.04537913273712539,0.03333333333333333,False
Ames,-0.022717344933375738,0.01058997115244169,-0.013716012564345221,0.04145593733363316,0.0,False
Genotoxicity,-0.027152271621582468,0.009682657603046495,-0.023301773367113452,0.037550365822108536,0.03333333333333333,False
H-HT,-0.04365590756363555,0.01259646273573949,-0.03979715967658813,0.04907066988277914,0.0,False
Carcinogenicity,-0.07500780119939733,0.011183658690165575,-0.06891097369447029,0.04358624163558334,0.0,False
Ototoxicity,-0.09199623201374069,0.01091834272889037,-0.08592629075577723,0.04274166181523959,0.0,False
EC,-0.09287137318548377,0.00980051026030654,-0.10495943702406334,0.03880043679482893,0.0,False
Hematotoxicity,-0.12819490914320483,0.012276714275359257,-0.12890460550200505,0.04818876012354652,0.0,False
EI,-0.18373407461264912,0.01012622762859643,-0.19351456156613983,0.040564493008681514,0.0,False
DILI,-0.19781999378891632,0.010847245625295793,-0.18976681397036502,0.04281740830907625,0.0,False
