feature,mean_absolute_shap,group
logP,0.09409539787023025,physicochemical
"MW, g/mol",0.06252941546092902,physicochemical
FP_628,0.024892363505047397,fingerprints
FP_414,0.024036730927395177,fingerprints
FP_1028,0.023824226983263877,fingerprints
FP_926,0.023258196067146637,fingerprints
FP_881,0.02173542371704517,fingerprints
3kk6,0.01840744621967844,docking
FP_807,0.018362874318210865,fingerprints
FP_650,0.018248150737196635,fingerprints
FP_1325,0.018061733188838084,fingerprints
6y1z,0.017619868499793228,docking
FP_695,0.017071155280922113,fingerprints
4mqs,0.016734180551631155,docking
FP_674,0.014730399627872537,fingerprints
6cm4,0.014333859194614797,docking
2z5x,0.014193816689063485,docking
6pdj,0.013208391356047587,docking
4djh,0.013169605725224904,docking
FP_80,0.012879729868367064,fingerprints
7ym8,0.012130432376352395,docking
8wty,0.011684317139697841,docking
3ln1,0.011443519082755982,docking
FP_1534,0.010949014794183394,fingerprints
FP_426,0.010777139510407636,fingerprints
FP_389,0.010602577643418936,fingerprints
8yn3,0.01042654861646768,docking
9eo4,0.010355635509265798,docking
4n6h,0.010190865524396889,docking
8e9y,0.00995002806661955,docking
FP_456,0.009839580335408753,fingerprints
8fhs,0.009744773052599309,docking
8xvk,0.008662776418566978,docking
5va1,0.008630737274502268,docking
7wc9,0.008371399501040397,docking
FP_1737,0.00816553842773971,fingerprints
2rh1,0.008109372736526269,docking
6kpf,0.008061287573269614,docking
3rze,0.007939094649547987,docking
8st0,0.007833630287519999,docking
FP_378,0.007773798990059205,fingerprints
FP_715,0.007645938558799115,fingerprints
1xoq,0.00721730213266919,docking
5cxv,0.007151640698956626,docking
FP_1745,0.007000477325956471,fingerprints
FP_1480,0.006948566874154337,fingerprints
7f8y,0.006927512191944527,docking
6kux,0.006843419885342345,docking
4iar,0.006691459553793998,docking
5u09,0.006462489186686012,docking
8pjk,0.0062874104497763995,docking
2ydo,0.00615488940076809,docking
4ey7,0.006065931338693113,docking
FP_656,0.006063632973638019,fingerprints
FP_322,0.006030758617814955,fingerprints
2vt4,0.006021357712776882,docking
FP_1214,0.005928028037660085,fingerprints
FP_1917,0.0058888473699674785,fingerprints
FP_1599,0.00587870053606652,fingerprints
FP_463,0.005868178362524039,fingerprints
7kwe,0.005710781458025447,docking
1pbq,0.005531752346810769,docking
FP_1057,0.005409979263646884,fingerprints
FP_314,0.005227497334847343,fingerprints
5i71,0.005142715533972084,docking
6lqa,0.004886991729197979,docking
7ljd,0.00487937136382601,docking
5tvn,0.004829346468237782,docking
6x3x,0.0048211246339914145,docking
1m2z,0.004814787934835913,docking
FP_1729,0.004808073971797873,fingerprints
FP_1928,0.00473819613231752,fingerprints
8ef6,0.004693472242398713,docking
FP_1152,0.004617850599271369,fingerprints
FP_251,0.004582576672151904,fingerprints
FP_1573,0.004573748737495543,fingerprints
3b66,0.004552467162383046,docking
FP_1422,0.004390047618959258,fingerprints
FP_312,0.004140115301837371,fingerprints
V1A,0.003968276292196708,docking
FP_1263,0.0039590968934543,fingerprints
FP_1195,0.003888020936883547,fingerprints
FP_875,0.003661367242823502,fingerprints
FP_1280,0.0035926900064958377,fingerprints
FP_1088,0.003500504477234508,fingerprints
FP_313,0.0034008636417203197,fingerprints
FP_523,0.003394309744927699,fingerprints
FP_1456,0.0033251008884636786,fingerprints
FP_1160,0.003310120433467334,fingerprints
7xnk,0.0032692246058219454,docking
FP_162,0.00315620609638885,fingerprints
FP_294,0.0031215201974843574,fingerprints
FP_13,0.0030857537106586865,fingerprints
FP_675,0.0030796875288808295,fingerprints
FP_191,0.0030723676732337967,fingerprints
FP_1128,0.003028698197454387,fingerprints
FP_1970,0.002959327485390298,fingerprints
FP_1274,0.002943501565204063,fingerprints
FP_1604,0.0029344829044660996,fingerprints
FP_1750,0.002896429996233763,fingerprints
FP_402,0.0027783708792174797,fingerprints
FP_1126,0.0027333096701064046,fingerprints
FP_694,0.002717426370664185,fingerprints
FP_1984,0.0027044869074372585,fingerprints
FP_1236,0.0026627208118741212,fingerprints
FP_1683,0.0025749867429092207,fingerprints
FP_114,0.0025367124164000026,fingerprints
FP_192,0.0025340794891775304,fingerprints
FP_841,0.002531812237113257,fingerprints
FP_140,0.0024868774185130365,fingerprints
FP_1226,0.0024659711480286253,fingerprints
FP_2039,0.0024381090491837503,fingerprints
FP_1,0.0023633487260304657,fingerprints
FP_673,0.0022657286588942714,fingerprints
FP_1145,0.002232052205813382,fingerprints
FP_960,0.0022175413045997013,fingerprints
FP_1508,0.002210872357911731,fingerprints
FP_1602,0.0022065004200318263,fingerprints
FP_915,0.002197438513377508,fingerprints
FP_1326,0.0021914308822654394,fingerprints
FP_1963,0.0021507107738292486,fingerprints
FP_1722,0.0021306002675449275,fingerprints
FP_878,0.002125712223521,fingerprints
FP_486,0.002099531440025704,fingerprints
FP_1792,0.0020952604670214712,fingerprints
FP_1163,0.002063548333762631,fingerprints
FP_1653,0.002057982839193248,fingerprints
FP_1385,0.0019510576854433865,fingerprints
FP_25,0.0019314274172519048,fingerprints
FP_556,0.001918388208133378,fingerprints
