marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.37334941186449616,0.0049022360401311015,0.36772767483051805,0.02027253200420136,1.0,True
hERG-10um,0.345319189020703,0.005492152134581212,0.35018797463330564,0.02226996170078585,1.0,False
Respiratory,0.32922003368010044,0.008237317302290069,0.32888525677052616,0.03233355925628576,1.0,True
Neurotoxicity-DI,0.2826408441200777,0.009087091206518573,0.280952332609617,0.03630903415969936,1.0,True
Acute_Aquatic_Toxicity,0.023791679568628217,0.005254860183199784,0.031198974329867315,0.02093338769245078,1.0,False
NonGenotoxic_Carcinogenicity,0.01990461156278969,0.0065748351966208,0.016795588619155238,0.02665525445778115,1.0,False
SkinSen,0.013562793606099136,0.010053490265308988,0.01174393593960615,0.04000007631300536,0.9333333333333333,False
Nephrotoxicity-DI,0.00577622823926535,0.011669924662408501,-0.013694943783077486,0.04758830979588649,0.6333333333333333,False
Skin_Sensitization,-0.012871356014256177,0.010772725444000241,-0.026111380602720873,0.04182637359050803,0.1,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.02392684804148525,0.009002077444863756,-0.03463986395092915,0.03539180506692259,0.0,False
H-HT,-0.03322066143105585,0.008277996232995424,-0.03991410109618129,0.0326990614383267,0.0,False
Genotoxicity,-0.04311351810788421,0.006522483412582998,-0.052131447436864375,0.026114999417467994,0.0,False
Ames,-0.043612105011546075,0.008259276776868859,-0.045871826421516194,0.030988081604923834,0.0,False
Ototoxicity,-0.08047075291754441,0.010362282664125306,-0.09429209400328988,0.04002332063564966,0.0,False
EC,-0.08287835430771213,0.00979671025975293,-0.07133346708302145,0.03845291565570845,0.0,False
Carcinogenicity,-0.10236277230480444,0.008202612194228449,-0.108337961460145,0.032512988496439375,0.0,False
Hematotoxicity,-0.1320321520624187,0.008338013766520736,-0.1345861117151378,0.032997648009282156,0.0,False
EI,-0.17370068732419916,0.010607740301662132,-0.16058202456586937,0.04066965003381188,0.0,False
DILI,-0.200883188029815,0.00728940448102067,-0.19882054051045275,0.02959701157291025,0.0,False
