method,coverage,coverage_ci_low,coverage_ci_high,mean_width,width_ci_low,width_ci_high,median_width,width_p10,width_p90,mean_interval_score,interval_score_ci_low,interval_score_ci_high,fallback_fraction
global,0.9018525817895152,0.8859147619282571,0.9166327983882172,1.613561666300546,1.6135616663005203,1.6135616663005248,1.613561666300546,1.613561666300546,1.613561666300546,2.5398495185049854,2.328510140346881,2.7752339525919782,0.0
joint,0.8971225857311785,0.8802784600936141,0.911825336189382,1.5301491861355898,1.5166683170857185,1.5434192343632498,1.5362401846752434,1.2717128562997075,1.7810838263363271,2.459562637982802,2.249772578509406,2.6916355206880493,0.0102483247930626
pheno,0.9038234134804888,0.8881140323308379,0.9182177714775652,1.56630924005396,1.553189266431162,1.5797107366559555,1.5892803255104466,1.3157426959793863,1.843529728546468,2.483779841569524,2.2728725240362846,2.7239335694464777,0.0
mie,0.9038234134804888,0.8881754762679269,0.9182475199462912,1.5773354270475224,1.571530944398062,1.5830964152450782,1.5441066659683145,1.5156932106602423,1.6899978342384196,2.5160281343385384,2.302219633011231,2.7463630411328226,0.0
joint_h0.6,0.8919984233346472,0.8764850386243229,0.9067562228368234,1.5193257272287928,1.504028957621815,1.533956612249473,1.5601912240535103,1.2111678460472248,1.8478114946102,2.4775544579870146,2.264867771626498,2.712157630355643,0.1497832085139929
joint_h1.2,0.8998817500985415,0.88372571673898,0.9145042051899924,1.5223038460626628,1.5116893392014266,1.5331523183808988,1.5354335742282723,1.3046279292402811,1.7176950979498589,2.476199523635677,2.2629419987263293,2.7133529142147528,0.0
