quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,763,461,1.3398420495013053,1.4044480992098258,1.5479910806947674,0.9134993446920052,0.8898058226409836,0.9346945861678004,755
Pheno+ MIE-,551,342,1.4875817081375007,1.4663940899282486,1.591154981262656,0.8802177858439202,0.8356860815329523,0.9184746155484803,401
Pheno- MIE+,495,373,1.6551607518625504,1.6845387490540404,1.5408270277393583,0.8949494949494949,0.8594248362745588,0.9254680255445717,197
Pheno- MIE-,728,591,1.6768226759625966,1.7311851895433852,1.6224546846741081,0.8942307692307693,0.8685199101293037,0.9178358458346694,181
