marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.35394204282159936,0.009102475582170208,0.3464665015883091,0.036133847696165365,1.0,True
hERG-10um,0.3447075644057481,0.01019685469672287,0.33761905123688174,0.04009393903269856,1.0,False
Respiratory,0.3081151489675163,0.008572684637121518,0.3002361223289372,0.03399183735389187,1.0,True
Neurotoxicity-DI,0.2583859283364998,0.010643060183004573,0.25851685105969285,0.04247854098527799,1.0,True
NonGenotoxic_Carcinogenicity,0.04672341253507871,0.01165969214005365,0.04167510717049025,0.04051617433645928,1.0,False
SkinSen,0.043910223486654514,0.01085374293695603,0.03687404480650806,0.0414148893139128,1.0,False
Acute_Aquatic_Toxicity,0.019718226242398097,0.010852211787369257,0.0300471012766363,0.04223232089427598,0.9666666666666667,False
Nephrotoxicity-DI,0.007948743167234937,0.010621620455026714,0.0012034074750330512,0.04195149103731345,0.7666666666666667,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.0028242845604231808,0.012642736170046777,-0.007481328230334623,0.04790473680621771,0.4666666666666667,False
Skin_Sensitization,-0.007368031208156389,0.012116910972690796,0.0028234024685406195,0.04560787233720927,0.23333333333333334,False
H-HT,-0.02290506863849819,0.010034912757778791,-0.03901363229659279,0.03882858311931601,0.0,False
Genotoxicity,-0.034557611861240484,0.014132909168112474,-0.03732594132065816,0.056054809233349795,0.0,False
Ames,-0.03773931527021077,0.01258114554218774,-0.04740871322340657,0.04895572462299751,0.0,False
Ototoxicity,-0.05793344980416145,0.010078837719335399,-0.07043228960877472,0.039303773961675156,0.0,False
Carcinogenicity,-0.08429540249957959,0.011999342420129547,-0.08195598396165865,0.04759973783106337,0.0,False
EC,-0.0926103883484512,0.012998125442682092,-0.08368903707545891,0.05096264185815617,0.0,False
Hematotoxicity,-0.12379481187424682,0.01188725742254114,-0.13256156106334782,0.04613255244388258,0.0,False
EI,-0.18631322048160623,0.011649108167454581,-0.1813884223898348,0.045349624638187674,0.0,False
DILI,-0.19568111301023214,0.01278757375020187,-0.2021392972947615,0.05074855925150946,0.0,False
