marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.3540365996945121,0.007556479947847175,0.36650693884068697,0.03143169549220851,1.0,True
hERG-10um,0.33140366705930757,0.008334924331261363,0.34723509948475473,0.033879489510029316,1.0,False
Respiratory,0.32287363683743364,0.00623842697621055,0.32863987429273084,0.024781581030865578,1.0,True
Neurotoxicity-DI,0.26944706482680963,0.007243313422952486,0.2789379991232646,0.029128678657356955,1.0,True
NonGenotoxic_Carcinogenicity,0.037968798992657656,0.01035143301186561,0.02851643689947401,0.038622175839324625,1.0,False
Nephrotoxicity-DI,0.03479506533880541,0.010116051246221246,0.025159188836730424,0.04093245442838053,1.0,False
SkinSen,0.02833409954081535,0.008563107522655756,0.018055745347389962,0.03469011281274203,1.0,False
Acute_Aquatic_Toxicity,0.018356601745950923,0.006793266264463633,0.017693782739937564,0.02706872940012177,0.9666666666666667,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.0038570416480633286,0.006206764694768844,-0.005816641654845872,0.025174849720042296,0.26666666666666666,False
Skin_Sensitization,-0.004796990372862507,0.007789459512988373,-0.011513732821610879,0.03333988331971296,0.16666666666666666,False
Genotoxicity,-0.02048287093955776,0.009101816362118232,-0.03417684551181118,0.036186680303992615,0.0,False
Ames,-0.02876878877770568,0.007417580049429585,-0.02545106313634559,0.02927004763146148,0.0,False
H-HT,-0.034203356971563376,0.01148065068927879,-0.0285357582328973,0.04548659430583764,0.0,False
Ototoxicity,-0.056931569932657536,0.010669365833851864,-0.059243031829469196,0.04303885076605927,0.0,False
Carcinogenicity,-0.08680928251816239,0.008569569075435128,-0.09396081094455676,0.03440978912252039,0.0,False
EC,-0.10711782207943057,0.007967844786499435,-0.09275722783282257,0.03291798045450056,0.0,False
Hematotoxicity,-0.10820259256664243,0.012250853504897127,-0.12070609137943314,0.04916031041083748,0.0,False
DILI,-0.18626143567250777,0.008612356969745228,-0.1906997360410909,0.035208600796906006,0.0,False
EI,-0.195079407164605,0.009006914713853365,-0.1911611284824463,0.03679690943867737,0.0,False
