quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,733,584,1.2326462041514474,1.28278732266095,1.4027846393206973,0.9167803547066848,0.8950938701760488,0.9362896558749663,623
Pheno+ MIE-,513,413,1.3895179919738472,1.370509754815422,1.488230118467074,0.8888888888888888,0.8585858585858586,0.9140015625,305
Pheno- MIE+,495,433,1.4837796546507935,1.5325237644055372,1.4036270170149163,0.8808080808080808,0.8504098360655737,0.9089227186475763,212
Pheno- MIE-,757,659,1.5552072113355715,1.5858252367309353,1.5054576316199257,0.8797886393659181,0.8548075903257543,0.9033151651327538,205
