marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.35609225791042964,0.007975561511737398,0.3432651762706783,0.03245019755382006,1.0,True
hERG-10um,0.3345471697278026,0.01031948483407968,0.32004091302404875,0.04050047886779184,1.0,False
Respiratory,0.33290409750166333,0.009710607312074421,0.3330459588791385,0.03740176686926349,1.0,True
Neurotoxicity-DI,0.2681882358679079,0.011133351867940957,0.26022470685554366,0.043522534900480796,1.0,True
Acute_Aquatic_Toxicity,0.04591583830726836,0.010121808932312275,0.0520851958550882,0.04010330621034059,1.0,False
SkinSen,0.039875936142289604,0.011957792709145558,0.03483999375229902,0.045774060876819074,1.0,False
Nephrotoxicity-DI,0.03633809905804508,0.013241243528724213,0.03161230519648183,0.05193426871406893,1.0,False
NonGenotoxic_Carcinogenicity,0.028167343575743378,0.013246167599134395,0.04113364013954349,0.043161295766882414,0.9666666666666667,False
Skin_Sensitization,0.016324529357225497,0.011083866149167183,0.02173193947140243,0.044067454291423315,0.9333333333333333,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.034218840360773765,0.00846767671563232,-0.013470454620520815,0.033222207374648455,0.0,False
Genotoxicity,-0.037598066561838804,0.01107112863708274,-0.019164953904290308,0.04282017112235203,0.0,False
H-HT,-0.050437493234049245,0.009885782627043416,-0.03710240239430737,0.04111202691393975,0.0,False
Ames,-0.054580736527157475,0.014074046778423652,-0.03512275972747617,0.05495196841123293,0.0,False
Ototoxicity,-0.08056334306517968,0.011780932543972396,-0.08223921584919326,0.046790434959435724,0.0,False
Carcinogenicity,-0.09685472686466928,0.01050081689435728,-0.08164152443672931,0.0406727233380091,0.0,False
EC,-0.09986874241168389,0.015671342934188256,-0.09326644026894684,0.06182813094995547,0.0,False
Hematotoxicity,-0.12827550758765593,0.011470772187321012,-0.10965589265913422,0.045862930405866024,0.0,False
EI,-0.19439876951892895,0.0132681457243323,-0.17668215291174827,0.05231822751072847,0.0,False
DILI,-0.19695869088581866,0.012100810394402665,-0.17604588152087622,0.049584608284378,0.0,False
