marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.3716565871334342,0.005883799303361685,0.38543717904602814,0.023531512851728748,1.0,True
hERG-10um,0.35776703975966334,0.006671605679791677,0.370089847635413,0.027313769145655573,1.0,False
Respiratory,0.34640790590643183,0.0061882886930541715,0.3526795819205443,0.02429314691557684,1.0,True
Neurotoxicity-DI,0.27609392936415333,0.005836177526153652,0.291687227156772,0.022476355356129903,1.0,True
SkinSen,0.05637448303561877,0.00989095475704211,0.05980716107727559,0.03969285134377077,1.0,False
NonGenotoxic_Carcinogenicity,0.04074770524033213,0.007095376175244321,0.033100266145760684,0.027323725326081745,1.0,False
Nephrotoxicity-DI,0.0395548398801597,0.009687468833681444,0.04447700783565651,0.039155247193685176,1.0,False
Acute_Aquatic_Toxicity,0.033302636528289575,0.006956125675103309,0.03459763315512306,0.028205004648437067,1.0,False
Skin_Sensitization,-0.008593500012896334,0.0065433792334010565,-0.005874311012163107,0.025993099157294978,0.13333333333333333,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.020395474486220058,0.006675529223597031,-0.01224293849114541,0.02693399475859088,0.0,False
Genotoxicity,-0.03513614782122741,0.0073857326092899534,-0.020398732642234303,0.030161731227765554,0.0,False
Ames,-0.04305209421768242,0.00816178751266485,-0.043944038258364224,0.032520319311901406,0.0,False
H-HT,-0.05983520591389973,0.007329776034673386,-0.039308645972264265,0.02983497152449658,0.0,False
EC,-0.09336896814300615,0.007879267066459352,-0.10446458734192299,0.03160924303865726,0.0,False
Ototoxicity,-0.09387085785243507,0.009560053360825606,-0.0887581294113806,0.0384018438613978,0.0,False
Carcinogenicity,-0.09463560554145521,0.008283625906858941,-0.10119165654127658,0.033424055777953356,0.0,False
Hematotoxicity,-0.15723569772270488,0.007158171611778638,-0.14904935715501333,0.029113408077681723,0.0,False
EI,-0.1911686154475283,0.00847356901133271,-0.20311729832920128,0.03374209617178152,0.0,False
DILI,-0.22063765856370218,0.009389319950206634,-0.2134701730593327,0.03769322294511016,0.0,False
