quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,802,433,1.3480819490228741,1.5247426322367432,1.4932233493484195,0.940149625935162,0.9220091391509434,0.9562725541019138,802
Pheno+ MIE-,470,302,1.6453146848523514,1.591787333050042,1.6674374668343936,0.8872340425531915,0.8461497890295359,0.9256252718573292,303
Pheno- MIE+,533,364,1.5923482997403693,1.680381215562823,1.5012292583236537,0.874296435272045,0.8349310605927204,0.9090989827224285,336
Pheno- MIE-,659,500,1.7128571862783881,1.74067890840395,1.7058592288990597,0.9059180576631259,0.8824405874627324,0.9282701876909646,207
