marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.37075317231883215,0.007442063575828387,0.37163831812393106,0.02835443249995464,1.0,True
hERG-10um,0.35802431682625524,0.006643203028331736,0.35300406898210757,0.025401253002957716,1.0,False
Respiratory,0.3359313324261375,0.009242371344994078,0.3322336998024426,0.03533685642326801,1.0,True
Neurotoxicity-DI,0.2543048171640651,0.009951355384414126,0.25390209598739394,0.03889120886763573,1.0,True
Nephrotoxicity-DI,0.04611406464059656,0.008334389745471868,0.051560862483755715,0.03329026289339233,1.0,False
SkinSen,0.03891423401188645,0.009838925940852722,0.030542206879371918,0.038570126945623714,1.0,False
NonGenotoxic_Carcinogenicity,0.020574424167882754,0.00561524854076151,0.027850667391384594,0.02282263393527843,1.0,False
Acute_Aquatic_Toxicity,0.014867345704904451,0.009260638716085165,0.013918315965121948,0.036539625954966744,0.9666666666666667,False
Skin_Sensitization,-0.007967786337942106,0.011045987254088447,-0.004898440413324204,0.04354876709775204,0.23333333333333334,False
H-HT,-0.025819657578362517,0.010553923971048148,-0.03293387481362672,0.04114489549156979,0.0,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.03080717495874143,0.008293311689038843,-0.03561660642841918,0.032528083689534956,0.0,False
Genotoxicity,-0.04062186409800005,0.010370369276996805,-0.047485577351953294,0.040464108353998066,0.0,False
Ototoxicity,-0.04955898540046259,0.008530820319000886,-0.04740445138357096,0.03322909336639853,0.0,False
Ames,-0.05300132843214647,0.010633821331652181,-0.0751757768853804,0.04292045046484021,0.0,False
EC,-0.09985845375884006,0.01005119550477871,-0.10184039979038702,0.03953848792648203,0.0,False
Carcinogenicity,-0.1171328626087482,0.007929491764039162,-0.12948001496907066,0.0306000930464835,0.0,False
Hematotoxicity,-0.1337641879337455,0.009503602100904793,-0.13229736077319007,0.03708927560186903,0.0,False
DILI,-0.20602708338735767,0.009621251955754539,-0.22703896651583313,0.038071177553919804,0.0,False
EI,-0.20754202516892584,0.009756376854824762,-0.21160337529762005,0.038259310085506405,0.0,False
