method,coverage,coverage_ci_low,coverage_ci_high,mean_width,width_ci_low,width_ci_high,median_width,width_p10,width_p90,mean_interval_score,interval_score_ci_low,interval_score_ci_high,fallback_fraction
global,0.9101796407185628,0.8923612654034824,0.9262487633816372,1.6222572971252838,1.6222572971252602,1.622257297125276,1.6222572971252847,1.6222572971252847,1.6222572971252847,2.471464372613821,2.23278774651307,2.7530823433716467,0.0
joint,0.8993263473053892,0.8817996226420727,0.9164212892125663,1.5148341038259212,1.4860800684242907,1.5469354544627147,1.462032316593703,1.1506024058891064,2.009017017376463,2.376488378642327,2.1385746810193456,2.658534866351045,0.010479041916167664
pheno,0.9041916167664671,0.8867463133532691,0.9204865786739418,1.5341629153284324,1.504861418905376,1.5667519502706664,1.485644456823353,1.1506024058891064,2.0323794684628353,2.381070782771238,2.1414094689193695,2.668603047103623,0.0018712574850299401
mie,0.9113023952095808,0.8942925584582463,0.9271554500926058,1.6139106829455503,1.6121725175046977,1.6159280203343411,1.616855907210173,1.5919583267256643,1.6347896621856517,2.4557326130407082,2.223296171686457,2.728960941693737,0.007110778443113772
joint_h0.6,0.8922155688622755,0.873706854368859,0.9091887745702875,1.5148061509151312,1.480092017745608,1.5502023177093491,1.452601069958333,1.073287701834059,2.1293659529362214,2.3896013224413286,2.149592826505848,2.6754760660928345,0.05389221556886228
joint_h1.2,0.9019461077844312,0.8835907300403387,0.9185816458559896,1.5229661005873014,1.5011823592448823,1.5481624960537048,1.4809504352021419,1.2392295733476129,1.9228018373686604,2.3845038062476918,2.1420105031771457,2.671668439779017,0.0074850299401197605
