marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.36427083443429537,0.005458976961453921,0.3716933353951531,0.021590490227147312,1.0,True
hERG-10um,0.34302629901700854,0.0059418432920045105,0.34695813245317775,0.023372559049324792,1.0,False
Respiratory,0.32180311692224817,0.0067148463631904074,0.3154940099818695,0.026676593244388116,1.0,True
Neurotoxicity-DI,0.2645966886711245,0.007102568868392327,0.2587054484037008,0.027770532597627445,1.0,True
Nephrotoxicity-DI,0.024685431767576836,0.008368532347037504,0.02602306602669386,0.0327780687667751,1.0,False
SkinSen,0.024530611037578073,0.009522331342836017,0.03930899242528541,0.03789146863555216,1.0,False
NonGenotoxic_Carcinogenicity,0.02254044863978954,0.007150194379735708,0.026074841111410826,0.02779189801793035,1.0,False
Acute_Aquatic_Toxicity,0.016136982634370856,0.007410531857981783,0.023478270312085117,0.029390937611104836,1.0,False
Skin_Sensitization,-0.0073925667852050726,0.008567806649684572,-0.005578543337015576,0.03477243307037272,0.23333333333333334,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.019624467188953044,0.005894795344997455,-0.020221489276743068,0.023491901954806594,0.0,False
H-HT,-0.03324187738121429,0.010540940807589856,-0.044311462447439914,0.04225152294344547,0.0,False
Ames,-0.03376414799804973,0.008305835035459345,-0.04148189529121946,0.033595526763577924,0.0,False
Genotoxicity,-0.03976347257166521,0.0067090324491922955,-0.04950313118767396,0.025988480636263137,0.0,False
Ototoxicity,-0.06371040239558858,0.0075235752060231,-0.07518257440899791,0.029998616695400954,0.0,False
EC,-0.08022559606040733,0.010019331892802357,-0.0724681188480604,0.03994962373914732,0.0,False
Carcinogenicity,-0.09422137002870547,0.007336417096432443,-0.10840961508580822,0.02950567202593082,0.0,False
Hematotoxicity,-0.12335907924856747,0.01193256303988654,-0.14654347804829676,0.047212467434932175,0.0,False
EI,-0.18525606338278805,0.009299438259741551,-0.1750432096960002,0.038075549752367814,0.0,False
DILI,-0.20081988723698385,0.0112112818924367,-0.20020286379165864,0.04473829853979142,0.0,False
