quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,724,288,1.230942567514969,1.3441988154377487,1.3463512394317598,0.8825966850828729,0.8449234309993803,0.9122881831444282,672
Pheno+ MIE-,481,234,1.5741707600361423,1.460183247412311,1.5863348056835276,0.9022869022869023,0.8698481561822126,0.9307793522267206,239
Pheno- MIE+,552,278,1.5875071730003547,1.6610573564284241,1.3532695034700113,0.8170289855072463,0.7517851475921822,0.8743828010747202,246
Pheno- MIE-,687,427,1.7214178805993292,1.7131230860548576,1.6445836942955365,0.8806404657933042,0.8502064455787071,0.9097137179234445,93
