marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.3515295773914121,0.010497408594753236,0.3525643396756618,0.0408845131454763,1.0,True
hERG-10um,0.32711945282036353,0.008948377883744162,0.32304746550372604,0.035609953002061503,1.0,False
Respiratory,0.30512430151665415,0.007056588377058415,0.30959980798602404,0.027523644930334542,1.0,True
Neurotoxicity-DI,0.25539335912805494,0.010007177574968733,0.2498264865054694,0.041032514348805324,1.0,True
SkinSen,0.02416134734046132,0.01442841682011189,0.02469194344327465,0.05756082943220849,0.9666666666666667,False
Nephrotoxicity-DI,0.021173770933086627,0.012274090554742675,0.010058955967957249,0.04838336155445276,1.0,False
Acute_Aquatic_Toxicity,0.016282485626847195,0.011364067460024345,0.016822320492937363,0.04580840246910544,0.9666666666666667,False
NonGenotoxic_Carcinogenicity,0.013467560200335746,0.008059102681763344,0.012509815785094077,0.03105471368769063,0.9333333333333333,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.0064492748776064585,0.011135859862281416,-0.009174754215477726,0.045073829394410264,0.4,False
Skin_Sensitization,-0.012437607420934986,0.011887410995658756,-0.0023835289473231355,0.04784222149071511,0.13333333333333333,False
Ames,-0.029482618622442815,0.014541225338153729,-0.03191280345185983,0.05902339403882968,0.0,False
H-HT,-0.04101265604571637,0.014472635392307445,-0.045388645854969774,0.055670584825832856,0.0,False
Genotoxicity,-0.04614313269536678,0.0119459569631777,-0.041468189860997866,0.0469708218227176,0.0,False
Ototoxicity,-0.06837969574313418,0.01022405926143825,-0.06335497078429887,0.03981963184807836,0.0,False
EC,-0.0824758873142818,0.01040067203080105,-0.0927268039241623,0.041113213614541746,0.0,False
Carcinogenicity,-0.0949959935675265,0.012624513249414673,-0.09030465900268896,0.0515946441597352,0.0,False
Hematotoxicity,-0.12170086071023918,0.015185104646633606,-0.11380640363749163,0.06103932170301359,0.0,False
EI,-0.16212336088559706,0.009956504132362329,-0.16735100009328663,0.03764738087856251,0.0,False
DILI,-0.16383040897021098,0.01602980596664861,-0.17022002648061785,0.06464063584184605,0.0,False
