marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.3762367591218268,0.008044915441217803,0.3821472622993755,0.03386937634715042,1.0,True
hERG-10um,0.35811353585052713,0.0084037981966334,0.3671598824480991,0.03437762746756426,1.0,False
Respiratory,0.3338999894065966,0.006989372886450314,0.34152238558570497,0.02969247446613368,1.0,True
Neurotoxicity-DI,0.29119609872023633,0.007763324159140835,0.30186784789223503,0.03181531700869795,1.0,True
Nephrotoxicity-DI,0.0341999112371428,0.010742886395333285,0.022196809116304957,0.04185125889737679,1.0,False
Acute_Aquatic_Toxicity,0.031908803733426104,0.009113322886568423,0.031109973813875223,0.03858901815227553,1.0,False
NonGenotoxic_Carcinogenicity,0.03066582156927825,0.008222394657059087,0.02712113016790314,0.030816415847888814,1.0,False
SkinSen,0.013495728038117114,0.009517438965042459,0.004617543826149342,0.037889882088787505,0.9333333333333333,False
Skin_Sensitization,-0.0033260691656160414,0.00995743290581598,-0.013415688410116451,0.04065536783224465,0.3,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.014669055051810848,0.006856613936439883,-0.012509177231702402,0.02726105611442954,0.0,False
Genotoxicity,-0.0239759606601359,0.010104011687151125,-0.018265736279801485,0.04009833652068826,0.0,False
H-HT,-0.027052662322442512,0.011210857091254418,-0.019379274338280694,0.046042726732891726,0.0,False
Ames,-0.03552226681855659,0.00832643141249471,-0.024406471225035208,0.03370737986694816,0.0,False
Ototoxicity,-0.06455889517687839,0.011187330604910258,-0.06839521269720392,0.04406522002492906,0.0,False
Carcinogenicity,-0.09223502662921874,0.007534149022487832,-0.0895339719383057,0.030171541797830388,0.0,False
EC,-0.11366589906315366,0.011101010386030612,-0.10514839275427365,0.045165564998917974,0.0,False
Hematotoxicity,-0.12737367690731746,0.010056309064225291,-0.11650748790440657,0.04088329373863805,0.0,False
DILI,-0.20481026767569824,0.00992422543206186,-0.1815869892442932,0.04020207258756316,0.0,False
EI,-0.2109991354341577,0.011197889587192022,-0.2010750585162365,0.04505956268883415,0.0,False
