marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.3829537320016897,0.01034826320649887,0.370753482167046,0.04099136880900889,1.0,True
hERG-10um,0.36657190738949824,0.012055512646547112,0.35871646469490337,0.04772572393474288,1.0,False
Respiratory,0.34439236034054027,0.007977137164270702,0.34296565742645074,0.031915012978754057,1.0,True
Neurotoxicity-DI,0.2925947615810482,0.009566262906042832,0.2950542313399876,0.03830464134019369,1.0,True
NonGenotoxic_Carcinogenicity,0.03412942669206999,0.008262386249161448,0.035959534823550174,0.029623287592748127,1.0,False
Acute_Aquatic_Toxicity,0.0309682489813251,0.009634681249427452,0.020806452811429742,0.039221545178157124,1.0,False
Nephrotoxicity-DI,0.025969169967614822,0.00970122454725661,0.02656374462652327,0.038406401566179214,1.0,False
SkinSen,0.018229172320771085,0.01206143912867567,0.017516607320431168,0.0489615308132964,0.9333333333333333,False
Skin_Sensitization,-0.0049891554245675715,0.010676188870012912,-0.012936263460816772,0.041995993936734054,0.4,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.017853972792543575,0.0075407228812351,-0.0074913865570634935,0.030201136231948846,0.0,False
H-HT,-0.02543414009529051,0.010977950447883496,-0.03692024167625937,0.042833411404627555,0.0,False
Ames,-0.028578999012843873,0.009102480481185723,-0.02200141846324619,0.03582228211997176,0.0,False
Genotoxicity,-0.02862153015306361,0.009350163206339976,-0.04156677370074517,0.03753506875664986,0.0,False
Ototoxicity,-0.06562871520215836,0.00969921026223562,-0.07212610726982845,0.03853644723529419,0.0,False
EC,-0.10329451532866948,0.010991269259813547,-0.0982556913558,0.04365028687069729,0.0,False
Carcinogenicity,-0.10471906488800008,0.006836805850824311,-0.09104131557916981,0.027859593231819656,0.0,False
Hematotoxicity,-0.12432128032298222,0.009811515264304047,-0.14122476547931545,0.04034436104817661,0.0,False
DILI,-0.20129123730192333,0.010579769221356608,-0.20287802461689783,0.04143834157872292,0.0,False
EI,-0.20630502347229404,0.012214150416428017,-0.1928303308830214,0.047552128958463225,0.0,False
