method,coverage,coverage_ci_low,coverage_ci_high,mean_width,width_ci_low,width_ci_high,median_width,width_p10,width_p90,mean_interval_score,interval_score_ci_low,interval_score_ci_high,fallback_fraction
global,0.9004739336492891,0.8884049377677399,0.9122728506423234,1.4472895325093038,1.4472895325093256,1.447289532509327,1.4472895325093043,1.4472895325093043,1.4472895325093043,2.2895118533142296,2.1330902242801097,2.4640164658743373,0.0
joint,0.8984992101105845,0.885837237651607,0.9105996244330554,1.3903515654774794,1.3793203995468772,1.4011751035166418,1.3916204064654574,1.1276813416283709,1.6840071092213291,2.209382863854262,2.054425947052375,2.383871912131839,0.009083728278041074
pheno,0.9024486571879937,0.8898162998108018,0.9144344928164827,1.4240790579300369,1.4130985069174251,1.4349889681364454,1.4434856571170709,1.1377941181589222,1.7125189532193144,2.224398561840246,2.0713928036836444,2.396981708678261,0.001579778830963665
mie,0.8961295418641391,0.883756651442629,0.9084923675307476,1.417826162602131,1.4146192512005498,1.4213717746639924,1.3998635810073043,1.3572333791293394,1.482559887774154,2.2669960093780657,2.110968979634122,2.4414405130642547,0.005529225908372828
joint_h0.6,0.8965244865718799,0.8837083992216663,0.908590538792926,1.3900830677599583,1.3770499624241126,1.4030659123038323,1.3855789396684548,1.0855291242863059,1.7496627203173194,2.212341773528548,2.0587005910619,2.383528898579988,0.06042654028436019
joint_h1.2,0.9004739336492891,0.8877378424830654,0.9126231329350262,1.3952526167799981,1.386166184426655,1.4041449287194865,1.3994018032585398,1.15706567596727,1.6367473646048047,2.224452491454805,2.0686477457214916,2.3988423376055605,0.004739336492890996
