method,coverage,coverage_ci_low,coverage_ci_high,mean_width,width_ci_low,width_ci_high,median_width,width_p10,width_p90,mean_interval_score,interval_score_ci_low,interval_score_ci_high,fallback_fraction
global,0.898064006321612,0.8861294401053356,0.9104960350024158,1.5282488352089167,1.5282488352089518,1.5282488352089583,1.5282488352089167,1.5282488352089167,1.5282488352089167,2.330338355743416,2.178414804784291,2.491113561836964,0.0
joint,0.8992493085736862,0.8866530866154411,0.9117198988970588,1.4627223146166064,1.451233320674239,1.4748674970319742,1.5089061602912945,1.0950570875219707,1.751203690443968,2.249581620043178,2.096739987976371,2.409536697294964,0.011457921770051362
pheno,0.903595416831292,0.8910453880302992,0.9155700190499948,1.5034225604647267,1.4929205088908828,1.5146233553367803,1.5626798981951318,1.145428979816102,1.7536295387546001,2.2681046600650143,2.1190189116304654,2.4277618034046693,0.0015804030027657052
mie,0.895298301066772,0.8829019277672977,0.9076261002000029,1.4869881377796783,1.4821134340262367,1.4920053462281666,1.4330647286705007,1.4085161279826481,1.6069372472537413,2.3128478115766957,2.159079631998515,2.4772998030773716,0.0
