marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
Respiratory,0.35892244618416236,0.010486912756380128,0.34739271826401613,0.04417367894217556,1.0,True
hERG,0.3510089073284965,0.010251815065487889,0.3437857099623117,0.04173108756615512,1.0,True
hERG-10um,0.33267223658667094,0.00921414304530474,0.3203667384327965,0.039645400389517735,1.0,False
Neurotoxicity-DI,0.2675367052432307,0.011690450245538213,0.2639378629554441,0.04584197718982153,1.0,True
SkinSen,0.05112063472187621,0.010942223663951115,0.05374543660463192,0.04546405791809831,1.0,False
Nephrotoxicity-DI,0.04730092876352962,0.012676830146866089,0.04030342178433171,0.05069521459293661,1.0,False
NonGenotoxic_Carcinogenicity,0.026844977823395542,0.007159555655838657,0.03271424821781625,0.0286023019800049,1.0,False
Acute_Aquatic_Toxicity,0.010750993813719533,0.009695851781679837,0.00959698786211486,0.03779492633289085,0.8333333333333334,False
Skin_Sensitization,-0.006515880103864123,0.011364671876354607,0.0008311162034410446,0.04543620727320616,0.3,False
Genotoxicity,-0.01108054073940616,0.009141001720499139,-0.010079828673492518,0.03639786350512033,0.06666666666666667,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.015410718855080729,0.010851635308016392,-0.013495739175819813,0.043434941924134,0.13333333333333333,False
Ames,-0.049254087444826226,0.017167557504424003,-0.04138860734111664,0.06723729623031326,0.0,False
H-HT,-0.049599897153576336,0.01620802390416216,-0.04292242802763665,0.06488978314939808,0.0,False
Ototoxicity,-0.08704764470676706,0.012625092561494671,-0.07348798800293484,0.05262856230620585,0.0,False
Carcinogenicity,-0.09574697956071855,0.009280105848315316,-0.09775925111359443,0.03824208187282564,0.0,False
EC,-0.1090248113283995,0.013679590962010307,-0.10129648818457193,0.055372186212441714,0.0,False
Hematotoxicity,-0.12893876414510547,0.015180170998385586,-0.11370770257554383,0.05990838241962479,0.0,False
EI,-0.18366079813166458,0.013935548970961649,-0.1943353623238554,0.05771760777391279,0.0,False
DILI,-0.19253475684240845,0.01411686880902076,-0.1934918131587694,0.056773279243121984,0.0,False
