quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,781,644,1.209972186374987,1.269916753023851,1.401918781678469,0.912932138284251,0.8915646901330814,0.9330827524921561,722
Pheno+ MIE-,488,416,1.378112663032749,1.355773408758951,1.4898204700824136,0.8913934426229508,0.8617831586373715,0.9188611308677098,334
Pheno- MIE+,523,478,1.5091793751468963,1.5943742407867298,1.4049453341846607,0.8833652007648184,0.8533822055137845,0.9106161523024353,228
Pheno- MIE-,729,663,1.6105898280008637,1.6273354657737602,1.514091997186757,0.879286694101509,0.8549931600547196,0.9048308634938729,84
