marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
Respiratory,0.33125410239895076,0.009094971577260533,0.34233895816606175,0.03688113323258841,1.0,True
hERG,0.33103044189245306,0.008734512870935818,0.32207810282662336,0.035430588962381465,1.0,True
hERG-10um,0.30883694664277417,0.009098806588821456,0.31149252873563427,0.03595516465969047,1.0,False
Neurotoxicity-DI,0.23563242152941952,0.009814487540413199,0.23089665477206944,0.04013869202413325,1.0,True
Acute_Aquatic_Toxicity,0.03891111151455162,0.008664998184432162,0.051229159459531805,0.03427196836136725,1.0,False
Nephrotoxicity-DI,0.027964979830183326,0.009553871478123175,0.03961909149589245,0.04051430654020477,1.0,False
SkinSen,0.020715093026245947,0.010288721490573756,0.03601686343425428,0.041902207760891826,0.9666666666666667,False
NonGenotoxic_Carcinogenicity,0.0077412490401625855,0.006426488258383025,0.011842184454433578,0.024179516206674627,0.8666666666666667,False
Skin_Sensitization,0.005016622805748463,0.007984406664231478,-0.0019451769255274258,0.03318606014614472,0.7333333333333333,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.009240117424316867,0.00935671365043899,-0.0015194227242539872,0.03744334915797669,0.23333333333333334,False
Genotoxicity,-0.010478801329785094,0.008121674152175856,-0.008898245390909117,0.032581955944818886,0.1,False
H-HT,-0.014928529055933329,0.008561059794257586,-0.025744810395764765,0.03521450389823574,0.0,False
Ototoxicity,-0.042828083285713706,0.012740958025310702,-0.03188224192499008,0.05159891216259735,0.0,False
Ames,-0.04462025891909672,0.009492061892347857,-0.053183189798826566,0.04007480542427928,0.0,False
Hematotoxicity,-0.10210576759963165,0.007659151233112547,-0.11284671205494941,0.03247767248124887,0.0,False
Carcinogenicity,-0.12397247774872373,0.0080744131467417,-0.13205793930347726,0.03266393649386947,0.0,False
EC,-0.12815705349470077,0.011407403919439812,-0.12208675089374585,0.04642942481152303,0.0,False
DILI,-0.14095739017421355,0.009331676822902073,-0.16141059316854459,0.03878433199494736,0.0,False
EI,-0.2107947679608109,0.012064422931308775,-0.21104729698145927,0.04886860587731176,0.0,False
