quadrant,n,clusters,joint_width,pheno_width,mie_width,coverage,coverage_ci_low,coverage_ci_high,interval_lt_global_n
Pheno+ MIE+,845,427,1.2835110074221359,1.3439664502195852,1.4868223289442755,0.8958579881656805,0.8556538151994787,0.9287401045294356,844
Pheno+ MIE-,513,281,1.4474252485465273,1.4094893667583586,1.584062388903839,0.884990253411306,0.8405499463776704,0.9271660919927835,398
Pheno- MIE+,470,344,1.6141293557854837,1.7305628938331405,1.4919256154906166,0.8829787234042553,0.849015317286652,0.9150593139723574,247
Pheno- MIE-,722,502,1.7232990637825503,1.8083418567312495,1.619229731322642,0.8975069252077562,0.8697449992266846,0.9235927218928418,98
