marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.37321033186029856,0.007609849648879847,0.37179700714622416,0.03091621556291022,1.0,True
hERG-10um,0.3619273866342078,0.007618503131663515,0.3549320291170525,0.03062327626708365,1.0,False
Respiratory,0.3358484023752919,0.008099547107083417,0.3381466426761412,0.03172835554400007,1.0,True
Neurotoxicity-DI,0.2899224432772603,0.008369932303784968,0.2852522350278396,0.033498231758614626,1.0,True
NonGenotoxic_Carcinogenicity,0.03620730497968286,0.007763243398109983,0.03158707827111961,0.030166387223710397,1.0,False
Nephrotoxicity-DI,0.02081588122726257,0.008635209729645387,0.038516002156296046,0.034895154448204256,1.0,False
Acute_Aquatic_Toxicity,0.0201599510259032,0.010588348710607237,0.014526620690986565,0.04243444663597235,0.9666666666666667,False
SkinSen,0.013546797713393075,0.007355744146292347,0.009909464723047075,0.02867421267561455,1.0,False
Skin_Sensitization,-0.016515932191018334,0.009656380513643741,-0.01875902868092027,0.038568539972750435,0.0,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.01889875442266538,0.00786597516206307,-0.02431977841414217,0.031166541874933444,0.0,False
Genotoxicity,-0.03025734330262959,0.008102046410842983,-0.03057480242693998,0.03201362253479914,0.0,False
Ames,-0.031075489833063394,0.010277645328578121,-0.035566931991350054,0.04099700277591379,0.0,False
H-HT,-0.03273785284397256,0.013556928927624654,-0.02933010545796618,0.052506139586842776,0.03333333333333333,False
Ototoxicity,-0.08160021483401601,0.010014566012877497,-0.07592698854262772,0.04034557924128173,0.0,False
EC,-0.0871667296823569,0.00990305300418445,-0.08877026696193172,0.03811509700578704,0.0,False
Carcinogenicity,-0.1021514467660259,0.009120472610346488,-0.09903615322578654,0.036986045625193475,0.0,False
Hematotoxicity,-0.12522901940324382,0.013599047034314728,-0.12354581709592366,0.053136102948266366,0.0,False
EI,-0.18077532742832625,0.010668875278102957,-0.1864608067393708,0.04179654147623248,0.0,False
DILI,-0.19503726068718247,0.010996388951655472,-0.20094127478197557,0.04368860941540548,0.0,False
