marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.37360323355840946,0.009867916166261642,0.3807303124055333,0.03987624264331369,1.0,True
hERG-10um,0.3684885446384126,0.009882515348448119,0.3732615666325861,0.04026964769679072,1.0,False
Respiratory,0.35058189494270753,0.006909199271962653,0.3444785085771825,0.027804808237249592,1.0,True
Neurotoxicity-DI,0.25968651287656236,0.010783486840169809,0.26856024992746996,0.04422460415991548,1.0,True
SkinSen,0.056093291844883535,0.010011511273102595,0.04700971843055699,0.03978475757571893,1.0,False
Nephrotoxicity-DI,0.036061364672566966,0.010448630715582333,0.042171011083510034,0.04027460558868541,1.0,False
Acute_Aquatic_Toxicity,0.035824509962491285,0.008770606144965496,0.032620466482140724,0.035410891036687556,1.0,False
NonGenotoxic_Carcinogenicity,0.024426586454692645,0.006479276390062234,0.025438430264493835,0.026748813654575227,1.0,False
Skin_Sensitization,-0.00037146040989978355,0.009430939041103047,0.01629692552038563,0.03735083816615388,0.5,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.014170542446270452,0.009761426111611899,-0.02469691012042955,0.03887902921300527,0.03333333333333333,False
Genotoxicity,-0.03231704330146571,0.013067569817867594,-0.01921457823044168,0.05079141403713494,0.0,False
Ames,-0.03796823084218195,0.011620750433704238,-0.03310166325602958,0.045483612132154336,0.0,False
H-HT,-0.04095918277000306,0.009285127817884738,-0.026555568895682155,0.03754846019812695,0.0,False
Ototoxicity,-0.07167807140256491,0.010307289529501546,-0.06677363253384393,0.04160282715054129,0.0,False
Carcinogenicity,-0.099895975495734,0.009633811939246138,-0.10894267173256951,0.03781793208703421,0.0,False
EC,-0.10263085350385433,0.011159369477844574,-0.1203222617635909,0.04610586661327903,0.0,False
Hematotoxicity,-0.13568115737022646,0.010137584905610064,-0.13066290615619786,0.03984095104966368,0.0,False
EI,-0.19830175777758147,0.010795920735784727,-0.21403336856593075,0.0435903446784631,0.0,False
DILI,-0.20372080994902236,0.01064208784377784,-0.19623366175730944,0.04266433076837553,0.0,False
