ligand_id
63
69
73
88
173
234
236
256
348
359
372
383
440
480
499
508
526
574
580
670
672
674
677
734
745
752
754
768
774
782
790
811
820
829
1024
1031
1056
1084
1100
1127
1136
1181
1211
1218
1243
1261
1266
1268
1342
1370
1438
1489
1493
1522
1527
1546
1561
1617
1632
1636
1659
1661
1722
1725
1749
1755
1769
1779
1793
1794
1803
1816
1835
1942
1968
2068
2137
2147
2150
2162
2174
2204
2214
2233
2234
2236
2247
2261
2296
2329
2369
2387
2451
2464
2471
2473
2498
2620
2669
2693
2714
2722
2728
2752
2824
2861
2881
2916
2956
2964
2965
2968
2975
2978
3000
3063
3075
3077
3104
3142
3194
3261
3387
3388
3417
3420
3445
3503
3555
3573
3605
3719
3728
3786
3823
3843
3870
3925
3939
3964
3983
4057
4118
4159
4161
4163
4166
4167
4189
4215
4218
4241
4243
4259
4287
4296
4305
4336
4338
4384
4393
4443
4464
4520
4564
4635
4648
4661
4667
4700
4710
4721
4725
4746
4753
4765
4817
4851
4862
4891
4903
4911
4914
4959
4966
4973
4992
5032
5068
5072
5167
5264
5271
5293
5393
5434
5439
5463
5478
5538
5539
5568
5606
5650
5720
5724
5739
5787
5849
5880
5927
5987
6048
6208
6245
6248
6257
6261
6262
6264
6297
6298
6353
6390
6392
6409
6415
6442
6488
6505
6562
6638
6800
6804
6819
6824
6833
6839
6864
6873
6896
6922
6952
6953
6989
6996
7031
7145
7162
7212
7214
7242
7249
7264
7268
7309
7370
7389
7393
7406
7459
7463
7493
7501
7536
7568
7588
7657
7675
7704
7746
7763
7861
7901
7903
7986
8015
8125
8181
8218
8292
8304
8307
8321
8448
8449
8479
8516
8542
8584
8730
8754
8835
8952
8954
8976
9047
9057
9108
9122
9161
9173
9186
9196
9197
9306
9342
9351
9370
9378
9386
9394
9396
9451
9456
9458
9471
9499
9519
9528
9534
9537
9538
9540
9570
9598
9632
9673
9730
9756
9762
9775
9780
9873
9933
10024
10067
10083
10087
10094
10125
10183
10218
10236
10326
10367
10372
10374
10416
10475
10476
10477
10481
10510
10536
10579
10603
10621
10722
10770
10823
10838
10853
10877
10947
10998
11091
11235
11241
11309
11333
11349
11412
11435
11437
11438
11515
11517
11547
11580
11712
11724
11725
11750
11758
11817
11910
12063
12103
12218
12260
12437
12484
12497
12500
12586
12588
12601
12617
12638
12737
12750
12753
12830
12870
12883
12884
12895
12896
12918
12936
12948
12995
13028
13029
13092
13099
13109
13192
13252
13297
13340
13344
13361
13487
13603
13662
13759
13789
13810
13828
13855
13859
13861
13863
13866
13925
13939
13966
13974
14029
14037
14054
14055
14062
14079
14147
14156
14158
14186
14210
14216
14401
14473
14528
14558
14560
14578
14586
14587
14604
14642
14741
14775
14912
14913
14915
14916
14917
14918
14942
15026
15089
15128
15163
15216
15339
15343
15404
15496
15502
15546
15557
15661
15676
15712
15730
15748
15765
15771
15775
15780
15785
15789
15840
15848
15859
15868
15887
15897
15898
15919
15931
15986
16219
16222
16288
16327
16393
16456
16461
16482
