feature,mean_absolute_shap,group
"MW, g/mol",0.14909528228570712,physicochemical
logP,0.12921922727936083,physicochemical
FP_414,0.02795037680030823,fingerprints
FP_926,0.027422731040757056,fingerprints
FP_628,0.025947210058994384,fingerprints
FP_389,0.024869752473531126,fingerprints
FP_650,0.022383922492087885,fingerprints
FP_1325,0.020711025442716045,fingerprints
FP_456,0.016816372929094454,fingerprints
FP_807,0.015984713494779472,fingerprints
FP_661,0.015596464835343134,fingerprints
FP_1028,0.013894872801846803,fingerprints
FP_426,0.013164197206469802,fingerprints
FP_1873,0.01307002940943086,fingerprints
FP_674,0.013057305074686668,fingerprints
FP_1737,0.012087890868358347,fingerprints
FP_1599,0.011790117857419957,fingerprints
FP_1911,0.011725869002621502,fingerprints
FP_1088,0.011060596589281482,fingerprints
FP_80,0.009701395504470797,fingerprints
FP_656,0.009384417625327381,fingerprints
FP_695,0.00920537187216832,fingerprints
FP_1162,0.008978433215662902,fingerprints
FP_1750,0.007994725423715479,fingerprints
FP_881,0.007135496106492043,fingerprints
FP_1,0.007034936060576594,fingerprints
FP_1745,0.006733006266828656,fingerprints
FP_1970,0.006472622664817583,fingerprints
FP_301,0.006335252377063453,fingerprints
FP_1951,0.006310886378543316,fingerprints
FP_1917,0.006234191188750335,fingerprints
FP_1143,0.006206910505031546,fingerprints
FP_378,0.006124714591101881,fingerprints
FP_322,0.0060921669517033095,fingerprints
FP_1380,0.005940880282926874,fingerprints
FP_1531,0.005794536117725819,fingerprints
FP_675,0.005667587421853844,fingerprints
FP_1236,0.005663029475611097,fingerprints
FP_935,0.005604265172342792,fingerprints
FP_1292,0.005586978855012543,fingerprints
FP_13,0.005569516567265888,fingerprints
FP_1145,0.005541586251873143,fingerprints
FP_251,0.005461358958597725,fingerprints
FP_1274,0.005352114564385477,fingerprints
FP_486,0.005222964557754014,fingerprints
FP_1152,0.0050856080340839944,fingerprints
FP_1114,0.0050641578669600295,fingerprints
FP_1104,0.004955962387342655,fingerprints
FP_222,0.004917930506242985,fingerprints
FP_1480,0.004827348961183284,fingerprints
FP_913,0.004772835781404415,fingerprints
FP_1057,0.00476113387595261,fingerprints
FP_878,0.004672177539524585,fingerprints
FP_1564,0.004665468394697447,fingerprints
FP_147,0.0046155188122996155,fingerprints
FP_1039,0.0043744374330223655,fingerprints
FP_192,0.004364044069295,fingerprints
FP_694,0.004251485650820981,fingerprints
FP_875,0.00405007820812519,fingerprints
FP_1456,0.00403480657882988,fingerprints
FP_2005,0.00396150463583272,fingerprints
FP_1604,0.0039071295817577215,fingerprints
FP_314,0.0038190542549024873,fingerprints
FP_294,0.0037143000041252416,fingerprints
FP_162,0.0036791025959010994,fingerprints
FP_1984,0.003661078310761435,fingerprints
FP_463,0.0036437887919182448,fingerprints
FP_1934,0.0035546769367939208,fingerprints
FP_313,0.0034791210761498746,fingerprints
FP_715,0.003391544093383056,fingerprints
FP_841,0.0033085342193618175,fingerprints
FP_328,0.003209260245382645,fingerprints
FP_1263,0.0032069997249804263,fingerprints
FP_947,0.003206022212873941,fingerprints
FP_1897,0.003032855846701668,fingerprints
FP_1457,0.003016513329686486,fingerprints
FP_1630,0.0029994641640777113,fingerprints
FP_1631,0.0029624551782021454,fingerprints
FP_482,0.002945110018258961,fingerprints
FP_1693,0.0029294912867707163,fingerprints
FP_623,0.0029066824730325253,fingerprints
FP_1199,0.0028747779232169883,fingerprints
FP_1164,0.002872743850651031,fingerprints
FP_1804,0.002860455410831695,fingerprints
FP_402,0.002823719734111047,fingerprints
FP_1422,0.0028069353949216657,fingerprints
FP_191,0.0027901870161633523,fingerprints
FP_1017,0.0027661695652894383,fingerprints
FP_1534,0.0027620637031882164,fingerprints
FP_140,0.002742853026654374,fingerprints
FP_74,0.0026285361067256655,fingerprints
FP_794,0.002627198933325057,fingerprints
FP_1844,0.0026261555159099873,fingerprints
FP_197,0.002585417147599509,fingerprints
FP_350,0.0025735536634077824,fingerprints
FP_1729,0.002539160353980125,fingerprints
FP_1096,0.0025268521131689547,fingerprints
FP_667,0.0025129165930564915,fingerprints
FP_950,0.002505071535638771,fingerprints
FP_1856,0.0024998427111136744,fingerprints
FP_1998,0.0024849457788298527,fingerprints
FP_1452,0.002475549333621194,fingerprints
FP_739,0.0024235282394498275,fingerprints
FP_893,0.0023727233755471643,fingerprints
FP_1066,0.002343324261479494,fingerprints
FP_1412,0.002343216385683954,fingerprints
FP_673,0.0023311045758092398,fingerprints
FP_1171,0.002280652093351749,fingerprints
FP_1060,0.002271614272878435,fingerprints
FP_725,0.0022656140931349702,fingerprints
FP_528,0.002248062823821718,fingerprints
FP_1214,0.002193852855257316,fingerprints
FP_1019,0.0021531301720775615,fingerprints
FP_1257,0.002095941613141623,fingerprints
FP_1722,0.0020894199509657535,fingerprints
FP_119,0.002069004146496849,fingerprints
FP_960,0.002050748143941482,fingerprints
FP_283,0.0020123850034865177,fingerprints
FP_1849,0.0019609642870993833,fingerprints
FP_97,0.0019169411812844318,fingerprints
FP_4,0.0019090001485918173,fingerprints
FP_1618,0.0018902877886918766,fingerprints
FP_1385,0.001870406409903285,fingerprints
FP_109,0.0018484965846300703,fingerprints
FP_1126,0.0018330868719138977,fingerprints
FP_1792,0.001817977177879715,fingerprints
FP_1884,0.0017814573611933918,fingerprints
FP_561,0.0017696160921100129,fingerprints
FP_1928,0.001766378698128984,fingerprints
FP_489,0.0017451936876919031,fingerprints
FP_82,0.0017183076733283487,fingerprints
FP_974,0.001716184426836906,fingerprints
FP_1340,0.001700047429274838,fingerprints
FP_1603,0.0016923876754693001,fingerprints
FP_1592,0.0016716190826007527,fingerprints
FP_1416,0.001661927673828261,fingerprints
FP_125,0.0016545960393260124,fingerprints
FP_1045,0.0016529324067443474,fingerprints
FP_1738,0.0016499226441835655,fingerprints
FP_1476,0.0016484326131641176,fingerprints
FP_25,0.001635078074740749,fingerprints
FP_1716,0.001621192919588275,fingerprints
FP_1543,0.0016204283380669535,fingerprints
FP_1999,0.0016185615823426063,fingerprints
FP_1791,0.001617360934300585,fingerprints
FP_2,0.0015773611957383788,fingerprints
FP_555,0.0015772222520075204,fingerprints
FP_1963,0.001572665935153276,fingerprints
FP_67,0.0015622487338804061,fingerprints
FP_523,0.0015612375121510191,fingerprints
FP_897,0.0015509597481687904,fingerprints
FP_153,0.0015352721310039862,fingerprints
FP_643,0.001517500007631468,fingerprints
FP_352,0.0015116051068340224,fingerprints
FP_573,0.0015105080524887814,fingerprints
FP_1573,0.0015013093528953184,fingerprints
FP_310,0.0014992621269208626,fingerprints
FP_915,0.0014814561903858756,fingerprints
FP_1434,0.0014811063628477007,fingerprints
FP_63,0.0014546866171437811,fingerprints
FP_1508,0.0014474249579475114,fingerprints
FP_407,0.0014275516322866152,fingerprints
FP_1921,0.0014234830837330668,fingerprints
FP_753,0.0014197218830593998,fingerprints
FP_910,0.0014062206834816512,fingerprints
FP_1431,0.001399392474938704,fingerprints
FP_84,0.001398245341923126,fingerprints
FP_366,0.0013945103257462148,fingerprints
FP_826,0.0013758963629376985,fingerprints
FP_1219,0.0013752794163148399,fingerprints
FP_208,0.0013733392377756196,fingerprints
FP_319,0.001365627684020341,fingerprints
FP_1866,0.0013617637922096202,fingerprints
FP_606,0.0013615001120860792,fingerprints
FP_1044,0.0013573116374789673,fingerprints
FP_679,0.0013561533734712497,fingerprints
FP_116,0.0013442830694550534,fingerprints
FP_1083,0.0013321179196161147,fingerprints
FP_114,0.0013296585420132857,fingerprints
FP_417,0.0013269841850982176,fingerprints
FP_1048,0.0013254110513247937,fingerprints
FP_502,0.0013244459509717823,fingerprints
FP_487,0.001316915316064381,fingerprints
FP_790,0.0013149510357687126,fingerprints
FP_689,0.0013108699021005595,fingerprints
FP_1536,0.0013049922518110183,fingerprints
FP_1767,0.001300993785265503,fingerprints
