marker,rho_training_mean,rho_training_sd,rho_internal_validation_mean,rho_internal_validation_sd,positive_training_fraction,selected
hERG,0.35775387535391434,0.006910890939568998,0.36450692372357923,0.02747709269992635,1.0,True
hERG-10um,0.3298997689938699,0.009685533706062848,0.3352120550256508,0.03893935864803497,1.0,False
Respiratory,0.30926462953688855,0.008694403770024192,0.3142969061322318,0.034632043871734935,1.0,True
Neurotoxicity-DI,0.27103249305746496,0.007913735952486862,0.27325246031994016,0.032106163732333805,1.0,True
Nephrotoxicity-DI,0.054838780453498666,0.00880144178758876,0.038928652821976426,0.035686099663833445,1.0,False
NonGenotoxic_Carcinogenicity,0.0260856246596509,0.012727512460388618,0.02366085174767704,0.04800249396230519,0.9666666666666667,False
SkinSen,0.021617230298788332,0.009075926867544758,0.012105888664162089,0.036548367166261836,1.0,False
Skin_Sensitization,0.018730955092154486,0.01118585674951012,0.004265278369575828,0.04543201833646247,0.9666666666666667,False
Acute_Aquatic_Toxicity,0.018148197766924074,0.008867858388018271,0.017434034581016944,0.034691102158842864,0.9666666666666667,False
H-HT,-0.0049314208920483394,0.013710461051444698,-0.0064047205843724715,0.055157200758918654,0.4,False
Genotoxicity,-0.01330258954461879,0.00880597173828853,-0.019519876956141942,0.035565723325839724,0.1,False
Genotoxic_Carcinogenicity_Mutagenicity,-0.02550349806380989,0.008635436453510073,-0.008599790815703704,0.034475649063868415,0.0,False
Ototoxicity,-0.0340526573672337,0.009921223321604174,-0.03283138890920871,0.039721803890568,0.0,False
Ames,-0.05050429182289258,0.009214015054929347,-0.04068055719428983,0.0367158832845237,0.0,False
Hematotoxicity,-0.08569722167415846,0.009005089482918777,-0.08279938571617257,0.03488934001251102,0.0,False
Carcinogenicity,-0.1115433971269283,0.009398381763285094,-0.10305601367978665,0.038146755033086,0.0,False
EC,-0.13181142395978038,0.010754429300351764,-0.13134926557177595,0.044003661588830845,0.0,False
DILI,-0.18146445477724352,0.009474228998655675,-0.17672804176042944,0.03765364350031206,0.0,False
EI,-0.21693872177400836,0.010369354966408846,-0.22062540005271947,0.042535721153452936,0.0,False
